,page,date,total_visits
574,Jimmy_Carter_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4858595
575,Joaquin_Phoenix_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2555435
576,Joe_Manganiello_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1382667
577,John_Cena_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,8063725
578,John_Cena_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,5416684
579,John_EleuthÃ¨re_du_Pont_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1694136
580,John_F._Kennedy_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,7490990
581,John_Legend_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2736156
582,John_Lennon_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3993446
583,Johnny_Depp_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,7815938
584,Johnny_Depp_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,4916571
585,Joker_(comics)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3049272
586,Jon_Snow_(character)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1910411
587,Jordan_Belfort_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3852373
588,Joseph_Stalin_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4600765
589,Juan_Domingo_PerÃ³n_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,915011
590,Juego_de_tronos_(serie_de_televisiÃ³n)_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3008154
591,Julia_Roberts_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4025166
592,Jupiter_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2571531
593,Jupiter_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1143945
594,Jurassic_Park_(film)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1843303
595,Jurassic_Park_(film)_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,949751
596,Jurassic_Park_(film)_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,856625
597,Jurassic_World_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2939019
598,Jurassic_World_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1268255
599,Jurassic_World_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1594432
600,Justin_Bieber_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,7515407
601,Juventus_F.C._en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2477553
602,Kaley_Cuoco_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4092944
603,Kanye_West_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,8338890
604,Kanye_West_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,3599316
605,Kanye_West_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,4617176
606,Kate_Hudson_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4066472
607,Kate_Mara_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3887069
608,Katrina_Kaif_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3401069
609,Katy_Perry_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4061333
610,Kazakhstan_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2815195
611,Keanu_Reeves_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5756577
612,Kendall_Jenner_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4963445
613,Kendall_Jenner_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,3671526
614,Kendrick_Lamar_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3974507
615,Kendrick_Lamar_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1888976
616,Kevin_Love_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1440133
617,KickassTorrents_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2648862
618,Kim_Jong-un_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3665927
619,Kim_Kardashian_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,8822231
620,Kim_Kardashian_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,2503982
621,Kim_Kardashian_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,6211892
622,Kingsman:_The_Secret_Service_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2452518
623,Kingsman:_The_Secret_Service_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1314632
624,Kit_Harington_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3524813
625,Kobe_Bryant_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6068734
626,Kourtney_Kardashian_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3958859
627,Kray_twins_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4525545
628,Kray_twins_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,3343071
629,Kris_Jenner_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4518110
630,Kris_Jenner_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,3319994
631,Kristen_Bell_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3426338
632,Ku_Klux_Klan_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5187106
633,Ku_Klux_Klan_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,2300838
634,Ku_Klux_Klan_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2827522
635,Kurt_Cobain_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3371295
636,Kurt_Russell_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3268883
637,Kylie_Jenner_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5227253
638,Kylie_Jenner_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,3814007
639,LGBT_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2069640
640,Lady_Gaga_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6726241
641,Lana_Del_Rey_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2424157
642,Laura_Prepon_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2602790
643,Laura_Prepon_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1714397
644,Laverne_Cox_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2693308
645,Laverne_Cox_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1910048
646,LeBron_James_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,8901220
647,LeBron_James_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,5965043
648,Lee_Jong-suk_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1668345
649,Legend_(2015_film)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2230296
650,Lena_Headey_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3516055
651,Leonardo_DiCaprio_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,13107888
652,Leonardo_da_Vinci_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4257999
653,Liam_Neeson_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3801869
654,Lil_Wayne_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3874407
655,Lil_Wayne_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2607633
656,Lionel_Messi_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,12302549
657,Lionel_Messi_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,5347730
658,Lionel_Messi_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,6806468
659,Lionel_Messi_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4491818
660,Lionel_Messi_es.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1581986
661,Lionel_Messi_es.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2870101
662,Lisa_Ann_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2904465
663,Lisa_Brennan-Jobs_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3367580
664,List_of_Arrow_episodes_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,8082201
665,List_of_Bollywood_films_of_2015_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3142753
666,List_of_Bollywood_films_of_2015_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1420287
667,List_of_Bollywood_films_of_2015_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1707740
668,List_of_Doctor_Who_serials_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2832845
669,List_of_Game_of_Thrones_characters_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3349859
670,List_of_Game_of_Thrones_episodes_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,7940496
671,List_of_Game_of_Thrones_episodes_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,4501372
672,List_of_Game_of_Thrones_episodes_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,3255735
673,List_of_Games_with_Gold_games_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1944541
674,List_of_Games_with_Gold_games_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1085970
675,List_of_Girl_Meets_World_episodes_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2692312
676,List_of_HTTP_status_codes_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3391462
677,List_of_HTTP_status_codes_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,3156227
678,List_of_Marvel_Cinematic_Universe_films_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6522081
679,List_of_Naruto:_Shippuden_episodes_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6974450
680,List_of_Naruto:_Shippuden_episodes_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,3914395
681,List_of_Orange_Is_the_New_Black_characters_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1150886
682,List_of_Orange_Is_the_New_Black_characters_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,714378
683,List_of_Orange_Is_the_New_Black_episodes_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3111034
684,List_of_Orange_Is_the_New_Black_episodes_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1248005
685,List_of_Orange_Is_the_New_Black_episodes_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1795444
686,List_of_Penny_Dreadful_episodes_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1573152
687,List_of_Pixar_films_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2236174
688,List_of_Pixar_films_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1150243
689,List_of_Presidents_of_the_United_States_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,12489736
690,List_of_Presidents_of_the_United_States_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,7443792
691,List_of_Pretty_Little_Liars_episodes_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2144464
692,List_of_Pretty_Little_Liars_episodes_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1039696
693,List_of_Rick_and_Morty_episodes_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1386869
694,List_of_Running_Man_episodes_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6153903
695,List_of_Running_Man_episodes_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,3640996
696,List_of_Running_Man_episodes_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2490084
697,List_of_Steven_Universe_episodes_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,9418951
698,List_of_Steven_Universe_episodes_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,4863536
699,List_of_Steven_Universe_episodes_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,4505763
700,List_of_Suits_episodes_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5479022
701,List_of_Suits_episodes_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,3023196
702,List_of_Suits_episodes_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2403638
703,List_of_TCP_and_UDP_port_numbers_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3442625
704,List_of_TCP_and_UDP_port_numbers_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,3111056
705,List_of_Teen_Wolf_episodes_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,874244
706,List_of_Top_Gear_episodes_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1411317
707,List_of_UFC_events_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6076828
708,List_of_United_States_cities_by_population_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4153125
709,List_of_Walt_Disney_Pictures_films_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4348443
710,List_of_amendments_to_the_United_States_Constitution_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4108393
711,List_of_countries_by_GDP_(PPP)_per_capita_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3123603
712,List_of_countries_by_GDP_(nominal)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4844777
713,List_of_countries_by_GDP_(nominal)_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,2780161
714,List_of_country_calling_codes_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2863041
715,List_of_highest-grossing_films_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,8793242
716,List_of_highest-grossing_films_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,4092678
717,List_of_highest-grossing_films_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,4559313
718,List_of_most_viewed_YouTube_videos_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5579438
719,List_of_states_and_territories_of_the_United_States_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3317643
720,Liverpool_F.C._en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3656645
721,Liverpool_F.C._en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1877995
722,Liverpool_F.C._en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1711257
723,Lleyton_Hewitt_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,810142
724,Lockheed_Martin_F-35_Lightning_II_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3147972
725,Lockheed_Martin_F-35_Lightning_II_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1797621
726,London_Has_Fallen_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3564096
727,London_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5540278
728,London_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,3272816
729,Los_Angeles_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4133649
730,Lucille_Ball_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2346853
731,Lycos_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1874111
732,Lyme-Borreliose_de.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,552490
733,Lyme_disease_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3786912
734,Lyme_disease_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1302865
735,Lyme_disease_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2438221
736,Macaulay_Culkin_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4237088
737,Mad_Max:_Fury_Road_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5017432
738,Mad_Max:_Fury_Road_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,2146109
739,Mad_Max:_Fury_Road_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2740600
740,Maddie_Ziegler_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3462669
741,Maddie_Ziegler_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2215373
742,Madonna_(entertainer)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4575732
743,Mahatma_Gandhi_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,7083849
744,Mahatma_Gandhi_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,3179741
745,Main_Page_commons.wikimedia.org_all-access_all-agents,2016-01-01 00:00:00,42121781
746,Main_Page_commons.wikimedia.org_desktop_all-agents,2016-01-01 00:00:00,31927295
747,Main_Page_commons.wikimedia.org_mobile-web_all-agents,2016-01-01 00:00:00,10194473
748,Main_Page_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,8559800797
749,Main_Page_en.wikipedia.org_all-access_spider,2016-01-01 00:00:00,107624968
750,Main_Page_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,6617281838
751,Main_Page_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1858256769
752,Maladie_de_Lyme_fr.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,711542
753,Maladie_de_Lyme_fr.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,325134
754,Maladie_de_Lyme_fr.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,376984
755,Malaysia_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3384320
756,Malcolm_X_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4273597
757,Maldives_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3170123
758,Malta_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3133581
759,Manchester_United_F.C._en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5349083
760,Margot_Robbie_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,9511966
761,Maria_Sharapova_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2057077
762,Maria_Sharapova_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1144498
763,Mariah_Carey_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4755671
764,Marilyn_Monroe_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6329087
765,Marilyn_Monroe_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,3921792
766,Mario_Vargas_Llosa_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1308990
767,Mark_Wahlberg_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5023297
768,Mark_Wahlberg_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,3450757
769,Mark_Zuckerberg_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5545697
770,Marla_Maples_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,8125003
771,Marlon_Brando_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3376657
772,"Martin_Luther_King,_Jr._en.wikipedia.org_all-access_all-agents",2016-01-01 00:00:00,4845207
773,Marvel_Cinematic_Universe_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6256829
774,Masturbation_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3677321
775,Matt_Bomer_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2227105
776,Matt_Bomer_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1462816
777,Matt_Damon_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5301309
778,Matt_Smith_(actor)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1843185
779,Matthew_McConaughey_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4393133
780,MediaWiki_www.mediawiki.org_all-access_all-agents,2016-01-01 00:00:00,10803420
781,MediaWiki_www.mediawiki.org_desktop_all-agents,2016-01-01 00:00:00,8231576
782,Meek_Mill_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1259450
783,Mel_B_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2223449
784,Mel_B_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1465365
785,Melania_Trump_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,19026187
786,Melania_Trump_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,12084044
787,Melissa_McCarthy_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4659278
788,Mexico_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4255601
789,Mia_Khalifa_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,8186155
790,Mia_Khalifa_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,5942912
791,Michael_B._Jordan_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2803577
792,Michael_B._Jordan_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,864051
793,Michael_B._Jordan_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1893220
794,Michael_Fassbender_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5087285
795,Michael_J._Fox_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2697066
796,Michael_Jackson_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,8587291
797,Michael_Jackson_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,3489793
798,Michael_Jackson_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,4950266
799,Michael_Jordan_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,8372001
800,Michael_Jordan_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,2900408
801,Michael_Jordan_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,5352477
802,Mike_Tyson_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4252904
803,Mila_Kunis_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6679569
804,Mila_Kunis_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,4772728
805,Miles_Teller_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2435298
806,Miley_Cyrus_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5032318
807,Millennials_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,8844973
808,Milos_Raonic_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2471232
809,Milos_Raonic_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1791702
810,Missy_Franklin_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,800515
811,Modern_Family_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3483680
812,Mother_Teresa_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5491474
813,Mr._Robot_(TV_series)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,7492407
814,Mr._Robot_(TV_series)_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,4220232
815,Mr._Robot_(TV_series)_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,3103632
816,Muhammad_Ali_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,16458376
817,Muhammad_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3738030
818,Mumbai_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3044727
819,Murder_(sÃ©rie_tÃ©lÃ©visÃ©e)_fr.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,852111
820,Murder_(sÃ©rie_tÃ©lÃ©visÃ©e)_fr.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,575855
821,Murder_(sÃ©rie_tÃ©lÃ©visÃ©e)_fr.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,268111
822,MÃ©xico_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4071245
823,N.W.A_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5079582
824,NARUTO_-ãƒŠãƒ«ãƒˆ-ã®ç™»å ´äººç‰©_ja.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1871945
825,NATO_phonetic_alphabet_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5003591
826,Napoleon_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4255497
827,Narcissistic_personality_disorder_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3468101
828,Narendra_Modi_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4609364
829,Naruto_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3150110
830,Natalie_Portman_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4521615
831,Natasha_Lyonne_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1765018
832,Nekrolog_2015_de.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,185014
833,Nekrolog_2015_de.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,129382
834,Nelson_Mandela_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3991966
835,Netflix_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3789149
836,Netherlands_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4572044
837,Netherlands_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,2662251
838,Neve_Campbell_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1434500
839,New_York_City_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6602555
840,New_York_City_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,3591932
841,New_York_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3186542
842,New_Zealand_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4969229
843,Neymar_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4207542
844,Nick_Kyrgios_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,612580
845,Nicki_Minaj_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3789110
846,Nicki_Minaj_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2372389
847,Nicolas_Cage_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3797447
848,Nicole_Scherzinger_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2659046
849,Nicole_Scherzinger_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1669317
850,Nigeria_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3197063
851,Nikola_Tesla_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4761570
852,Nina_Simone_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2135272
853,Nina_Simone_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,931142
854,Nina_Simone_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1168506
